source,target
98,99
99,100
100,35
100,46
99,101
101,92
101,102
102,91
102,103
103,38
103,65
98,104
104,105
105,106
106,107
107,108
108,109
109,68
109,93
108,110
110,39
110,84
107,111
111,112
112,67
112,113
113,61
113,90
111,114
114,115
115,10
115,63
114,116
116,69
116,96
106,117
117,118
118,36
118,119
119,0
119,19
117,120
120,121
121,13
121,122
122,43
122,59
120,123
123,124
124,22
124,44
123,125
125,79
125,126
126,40
126,80
105,127
127,128
128,129
129,78
129,97
128,130
130,62
130,131
131,132
132,83
132,86
131,133
133,29
133,95
127,134
134,135
135,136
136,137
137,76
137,138
138,34
138,54
136,139
139,140
140,16
140,41
139,141
141,8
141,60
135,142
142,143
143,4
143,88
142,144
144,73
144,145
145,20
145,49
134,146
146,147
147,148
148,77
148,149
149,66
149,70
147,150
150,11
150,151
151,5
151,6
146,152
152,51
152,153
153,154
154,7
154,71
153,155
155,58
155,156
156,14
156,27
104,157
157,48
157,158
158,159
159,160
160,52
160,82
159,161
161,64
161,162
162,72
162,163
163,53
163,164
164,3
164,15
158,165
165,166
166,167
167,168
168,23
168,169
169,45
169,170
170,2
170,25
167,171
171,172
172,26
172,31
171,173
173,89
173,174
174,47
174,85
166,175
175,17
175,176
176,9
176,177
177,18
177,37
165,178
178,179
179,75
179,180
180,87
180,181
181,55
181,81
178,182
182,183
183,184
184,1
184,185
185,12
185,24
183,186
186,33
186,187
187,30
187,94
182,188
188,189
189,50
189,74
188,190
190,191
191,28
191,57
190,192
192,21
192,193
193,32
193,194
194,42
194,56
