source,target
143,144
144,145
145,62
145,146
146,26
146,147
147,43
147,148
148,39
148,119
144,149
149,150
150,151
151,30
151,49
150,152
152,40
152,153
153,29
153,75
149,154
154,155
155,74
155,156
156,38
156,58
154,157
157,158
158,100
158,141
157,159
159,11
159,160
160,161
161,127
161,162
162,32
162,163
163,140
163,164
164,2
164,165
165,16
165,103
160,166
166,167
167,41
167,168
168,76
168,101
166,169
169,109
169,170
170,171
171,61
171,70
170,172
172,48
172,80
143,173
173,174
174,175
175,64
175,99
174,176
176,177
177,122
177,178
178,15
178,142
176,179
179,110
179,180
180,181
181,4
181,134
180,182
182,86
182,183
183,117
183,120
173,184
184,185
185,186
186,187
187,57
187,188
188,189
189,190
190,55
190,139
189,191
191,72
191,192
192,8
192,94
188,193
193,131
193,194
194,50
194,63
186,195
195,95
195,196
196,68
196,197
197,198
198,54
198,199
199,22
199,200
200,19
200,138
197,201
201,202
202,92
202,203
203,204
204,111
204,205
205,7
205,206
206,91
206,135
203,207
207,102
207,208
208,24
208,209
209,28
209,114
201,210
210,115
210,211
211,133
211,212
212,35
212,213
213,51
213,214
214,34
214,47
185,215
215,216
216,217
217,88
217,123
216,218
218,84
218,219
219,77
219,220
220,45
220,221
221,89
221,128
215,222
222,223
223,52
223,125
222,224
224,14
224,225
225,126
225,226
226,227
227,228
228,229
229,13
229,112
228,230
230,90
230,231
231,25
231,232
232,82
232,136
227,233
233,85
233,113
226,234
234,6
234,235
235,69
235,236
236,237
237,44
237,238
238,18
238,130
236,239
239,67
239,240
240,31
240,81
184,241
241,242
242,243
243,0
243,244
244,79
244,245
245,9
245,66
242,246
246,97
246,247
247,12
247,83
241,248
248,249
249,17
249,250
250,132
250,251
251,252
252,53
252,253
253,1
253,36
251,254
254,21
254,255
255,256
256,5
256,65
255,257
257,258
258,87
258,129
257,259
259,33
259,106
248,260
260,261
261,96
261,262
262,104
262,263
263,93
263,124
260,264
264,265
265,266
266,108
266,267
267,10
267,56
265,268
268,269
269,71
269,98
268,270
270,3
270,23
264,271
271,272
272,46
272,273
273,274
274,37
274,60
273,275
275,105
275,137
271,276
276,121
276,277
277,278
278,20
278,59
277,279
279,280
280,27
280,107
279,281
281,116
281,282
282,42
282,283
283,78
283,284
284,73
284,118
