source,target
134,135
135,136
136,16
136,42
135,137
137,29
137,138
138,139
139,38
139,140
140,141
141,88
141,96
140,142
142,133
142,143
143,83
143,107
138,144
144,145
145,146
146,51
146,147
147,28
147,148
148,52
148,60
145,149
149,150
150,81
150,94
149,151
151,40
151,119
144,152
152,153
153,106
153,124
152,154
154,84
154,105
134,155
155,156
156,157
157,158
158,32
158,75
157,159
159,160
160,132
160,161
161,7
161,43
159,162
162,112
162,163
163,99
163,164
164,33
164,116
156,165
165,166
166,167
167,168
168,127
168,169
169,2
169,76
167,170
170,171
171,9
171,50
170,172
172,35
172,114
166,173
173,174
174,30
174,91
173,175
175,128
175,176
176,177
177,14
177,121
176,178
178,62
178,79
165,179
179,180
180,181
181,182
182,183
183,20
183,109
182,184
184,71
184,82
181,185
185,186
186,92
186,129
185,187
187,5
187,188
188,69
188,123
180,189
189,12
189,190
190,18
190,65
179,191
191,192
192,193
193,74
193,118
192,194
194,90
194,113
191,195
195,196
196,23
196,197
197,11
197,198
198,58
198,70
195,199
199,200
200,201
201,25
201,202
202,98
202,126
200,203
203,17
203,204
204,45
204,205
205,100
205,125
199,206
206,72
206,207
207,208
208,6
208,67
207,209
209,61
209,210
210,54
210,211
211,27
211,77
155,212
212,213
213,214
214,215
215,216
216,31
216,217
217,111
217,218
218,73
218,95
215,219
219,102
219,220
220,47
220,85
214,221
221,21
221,222
222,223
223,224
224,39
224,66
223,225
225,226
226,55
226,63
225,227
227,15
227,34
222,228
228,229
229,103
229,115
228,230
230,44
230,231
231,4
231,57
213,232
232,233
233,22
233,234
234,235
235,53
235,236
236,24
236,237
237,56
237,101
234,238
238,239
239,89
239,122
238,240
240,241
241,64
241,242
242,13
242,41
240,243
243,244
244,68
244,97
243,245
245,80
245,246
246,247
247,87
247,248
248,49
248,117
246,249
249,250
250,26
250,59
249,251
251,37
251,252
252,131
252,253
253,0
253,254
254,1
254,3
232,255
255,8
255,36
212,256
256,46
256,257
257,258
258,130
258,259
259,108
259,110
257,260
260,261
261,262
262,93
262,104
261,263
263,10
263,78
260,264
264,265
265,19
265,120
264,266
266,48
266,86
