source,target
76,40
76,77
77,78
78,79
79,80
80,35
80,67
79,81
81,82
82,5
82,46
81,83
83,84
84,21
84,60
83,85
85,34
85,47
78,86
86,49
86,87
87,88
88,89
89,31
89,90
90,22
90,51
88,91
91,30
91,92
92,33
92,41
87,93
93,43
93,45
77,94
94,95
95,10
95,38
94,96
96,97
97,98
98,44
98,99
99,6
99,27
97,100
100,101
101,3
101,69
100,102
102,19
102,103
103,63
103,104
104,18
104,24
96,105
105,106
106,107
107,108
108,65
108,109
109,14
109,71
107,110
110,12
110,72
106,111
111,112
112,113
113,42
113,50
112,114
114,16
114,115
115,9
115,74
111,116
116,117
117,118
118,32
118,119
119,8
119,62
117,120
120,121
121,26
121,122
122,58
122,70
120,123
123,124
124,57
124,125
125,54
125,126
126,29
126,52
123,127
127,128
128,25
128,39
127,129
129,37
129,130
130,48
130,59
116,131
131,132
132,11
132,133
133,75
133,134
134,36
134,61
131,135
135,13
135,136
136,137
137,138
138,7
138,139
139,53
139,56
137,140
140,141
141,17
141,73
140,142
142,28
142,55
136,143
143,0
143,144
144,15
144,145
145,66
145,146
146,2
146,4
105,147
147,23
147,148
148,149
149,20
149,64
148,150
150,1
150,68
