source,target
132,133
133,134
134,135
135,62
135,136
136,137
137,89
137,138
138,8
138,139
139,24
139,85
136,140
140,141
141,90
141,142
142,17
142,25
140,143
143,144
144,109
144,145
145,146
146,72
146,131
145,147
147,38
147,106
143,148
148,149
149,150
150,34
150,98
149,151
151,152
152,32
152,118
151,153
153,20
153,46
148,154
154,155
155,30
155,99
154,156
156,157
157,5
157,124
156,158
158,41
158,77
134,159
159,160
160,161
161,162
162,44
162,54
161,163
163,57
163,164
164,7
164,165
165,16
165,22
160,166
166,13
166,18
159,167
167,168
168,169
169,51
169,101
168,170
170,127
170,171
171,6
171,110
167,172
172,173
173,14
173,174
174,2
174,107
172,175
175,176
176,83
176,119
175,177
177,111
177,178
178,70
178,104
133,179
179,180
180,12
180,181
181,28
181,122
179,182
182,183
183,184
184,23
184,130
183,185
185,186
186,80
186,125
185,187
187,188
188,48
188,74
187,189
189,71
189,190
190,61
190,78
182,191
191,192
192,193
193,194
194,37
194,50
193,195
195,196
196,100
196,113
195,197
197,40
197,198
198,115
198,199
199,45
199,58
192,200
200,201
201,59
201,88
200,202
202,39
202,53
191,203
203,204
204,81
204,108
203,205
205,206
206,105
206,207
207,1
207,84
205,208
208,209
209,64
209,120
208,210
210,68
210,86
132,211
211,212
212,213
213,3
213,214
214,9
214,31
212,215
215,216
216,15
216,116
215,217
217,218
218,123
218,219
219,94
219,220
220,26
220,43
217,221
221,222
222,42
222,47
221,223
223,102
223,128
211,224
224,225
225,11
225,226
226,75
226,227
227,228
228,67
228,73
227,229
229,27
229,230
230,231
231,19
231,232
232,4
232,233
233,10
233,126
230,234
234,235
235,52
235,121
234,236
236,237
237,69
237,76
236,238
238,79
238,114
224,239
239,240
240,241
241,49
241,92
240,242
242,63
242,97
239,243
243,244
244,245
245,82
245,96
244,246
246,0
246,247
247,56
247,248
248,35
248,249
249,36
249,95
243,250
250,251
251,33
251,117
250,252
252,253
253,254
254,29
254,91
253,255
255,256
256,66
256,87
255,257
257,60
257,258
258,55
258,129
252,259
259,260
260,93
260,112
259,261
261,21
261,262
262,65
262,103
