source,target
134,135
135,136
136,137
137,138
138,104
138,139
139,19
139,126
137,140
140,141
141,53
141,64
140,142
142,44
142,48
136,143
143,144
144,28
144,145
145,146
146,33
146,55
145,147
147,3
147,78
143,148
148,149
149,34
149,63
148,150
150,151
151,12
151,20
150,152
152,15
152,59
135,153
153,154
154,155
155,67
155,116
154,156
156,157
157,6
157,66
156,158
158,29
158,128
153,159
159,11
159,160
160,161
161,83
161,162
162,100
162,132
160,163
163,115
163,164
164,165
165,16
165,18
164,166
166,112
166,167
167,72
167,168
168,169
169,170
170,14
170,106
169,171
171,4
171,74
168,172
172,173
173,13
173,123
172,174
174,175
175,36
175,103
174,176
176,61
176,177
177,23
177,46
134,178
178,179
179,180
180,47
180,181
181,182
182,183
183,57
183,95
182,184
184,65
184,117
181,185
185,186
186,113
186,121
185,187
187,77
187,188
188,80
188,189
189,56
189,76
179,190
190,191
191,9
191,192
192,31
192,193
193,87
193,102
190,194
194,195
195,196
196,58
196,197
197,101
197,198
198,199
199,60
199,200
200,84
200,96
198,201
201,120
201,202
202,203
203,204
204,40
204,130
203,205
205,54
205,122
202,206
206,207
207,30
207,32
206,208
208,133
208,209
209,41
209,105
195,210
210,68
210,79
194,211
211,212
212,213
213,214
214,39
214,215
215,49
215,125
213,216
216,75
216,217
217,69
217,70
212,218
218,37
218,219
219,220
220,107
220,131
219,221
221,222
222,85
222,223
223,62
223,92
221,224
224,225
225,2
225,124
224,226
226,118
226,227
227,86
227,228
228,111
228,229
229,93
229,230
230,7
230,25
211,231
231,52
231,232
232,45
232,233
233,88
233,234
234,1
234,38
178,235
235,236
236,237
237,8
237,10
236,238
238,0
238,239
239,89
239,94
235,240
240,241
241,17
241,242
242,51
242,243
243,244
244,245
245,22
245,24
244,246
246,247
247,73
247,108
246,248
248,110
248,249
249,90
249,129
243,250
250,81
250,114
240,251
251,252
252,35
252,253
253,26
253,254
254,82
254,109
251,255
255,5
255,256
256,257
257,258
258,42
258,91
257,259
259,99
259,260
260,21
260,261
261,50
261,97
256,262
262,263
263,98
263,119
262,264
264,43
264,265
265,127
265,266
266,27
266,71
