source,target
164,165
165,166
166,167
167,119
167,125
166,168
168,169
169,36
169,37
168,170
170,141
170,171
171,172
172,173
173,62
173,143
172,174
174,102
174,104
171,175
175,176
176,96
176,177
177,126
177,178
178,1
178,121
175,179
179,180
180,2
180,46
179,181
181,148
181,182
182,5
182,86
165,183
183,184
184,185
185,48
185,77
184,186
186,187
187,188
188,3
188,189
189,9
189,63
187,190
190,191
191,68
191,145
190,192
192,10
192,193
193,47
193,53
186,194
194,195
195,196
196,14
196,15
195,197
197,93
197,198
198,4
198,117
194,199
199,200
200,91
200,157
199,201
201,103
201,202
202,50
202,120
183,203
203,204
204,205
205,59
205,100
204,206
206,207
207,39
207,106
206,208
208,209
209,38
209,57
208,210
210,56
210,123
203,211
211,212
212,213
213,124
213,140
212,214
214,215
215,25
215,122
214,216
216,8
216,217
217,17
217,218
218,116
218,131
211,219
219,220
220,221
221,222
222,223
223,71
223,138
222,224
224,225
225,139
225,154
224,226
226,26
226,146
221,227
227,228
228,112
228,149
227,229
229,73
229,152
220,230
230,231
231,90
231,115
230,232
232,233
233,42
233,79
232,234
234,84
234,235
235,80
235,236
236,75
236,130
219,237
237,238
238,23
238,239
239,94
239,240
240,41
240,108
237,241
241,242
242,147
242,243
243,67
243,128
241,244
244,245
245,28
245,97
244,246
246,247
247,78
247,160
246,248
248,249
249,105
249,250
250,155
250,251
251,144
251,252
252,156
252,253
253,101
253,254
254,150
254,255
255,110
255,256
256,34
256,257
257,151
257,258
258,88
258,259
259,58
259,260
260,153
260,261
261,52
261,262
262,29
262,263
263,137
263,264
264,129
264,265
265,99
265,266
266,87
266,267
267,85
267,268
268,72
268,269
269,65
269,270
270,61
270,271
271,49
271,272
272,18
272,273
273,0
273,70
248,274
274,275
275,54
275,92
274,276
276,277
277,40
277,95
276,278
278,161
278,163
164,279
279,280
280,21
280,27
279,281
281,282
282,283
283,83
283,284
284,81
284,98
282,285
285,286
286,6
286,287
287,20
287,43
285,288
288,44
288,289
289,290
290,291
291,32
291,45
290,292
292,51
292,293
293,13
293,89
289,294
294,295
295,30
295,132
294,296
296,69
296,297
297,33
297,55
281,298
298,299
299,19
299,113
298,300
300,301
301,35
301,107
300,302
302,303
303,74
303,304
304,305
305,82
305,306
306,11
306,76
304,307
307,127
307,308
308,162
308,309
309,7
309,310
310,24
310,60
302,311
311,312
312,16
312,313
313,314
314,133
314,136
313,315
315,22
315,134
311,316
316,317
317,318
318,118
318,319
319,12
319,31
317,320
320,135
320,321
321,142
321,159
316,322
322,323
323,66
323,109
322,324
324,111
324,325
325,64
325,326
326,114
326,158
