source,target
102,103
103,104
104,105
105,16
105,71
104,106
106,39
106,107
107,108
108,40
108,47
107,109
109,110
110,89
110,111
111,81
111,112
112,17
112,41
109,113
113,43
113,114
114,115
115,14
115,83
114,116
116,45
116,117
117,87
117,118
118,62
118,80
103,119
119,120
120,121
121,57
121,91
120,122
122,32
122,93
119,123
123,35
123,124
124,125
125,65
125,126
126,82
126,127
127,28
127,30
124,128
128,94
128,129
129,36
129,38
102,130
130,131
131,132
132,133
133,11
133,51
132,134
134,135
135,59
135,97
134,136
136,67
136,137
137,53
137,74
131,138
138,77
138,139
139,140
140,141
141,10
141,142
142,9
142,12
140,143
143,46
143,144
144,19
144,92
139,145
145,146
146,54
146,147
147,85
147,90
145,148
148,68
148,149
149,150
150,33
150,98
149,151
151,152
152,44
152,50
151,153
153,22
153,154
154,78
154,84
130,155
155,156
156,157
157,73
157,158
158,4
158,70
156,159
159,160
160,58
160,61
159,161
161,60
161,162
162,0
162,100
155,163
163,164
164,165
165,23
165,69
164,166
166,167
167,168
168,21
168,169
169,86
169,170
170,75
170,76
167,171
171,172
172,173
173,13
173,25
172,174
174,24
174,101
171,175
175,176
176,6
176,56
175,177
177,3
177,99
166,178
178,179
179,180
180,27
180,181
181,20
181,182
182,8
182,48
179,183
183,96
183,184
184,26
184,55
178,185
185,5
185,63
163,186
186,187
187,15
187,188
188,64
188,189
189,42
189,88
186,190
190,191
191,49
191,192
192,66
192,193
193,2
193,72
190,194
194,195
195,31
195,196
196,18
196,197
197,7
197,37
194,198
198,199
199,34
199,200
200,1
200,52
198,201
201,95
201,202
202,29
202,79
