source,target
174,175
175,176
176,177
177,178
178,179
179,180
180,181
181,112
181,182
182,65
182,138
180,183
183,19
183,73
179,184
184,34
184,185
185,43
185,128
178,186
186,140
186,187
187,188
188,68
188,189
189,11
189,131
187,190
190,71
190,191
191,129
191,192
192,23
192,142
177,193
193,194
194,110
194,195
195,80
195,95
193,196
196,165
196,197
197,54
197,109
176,198
198,199
199,146
199,200
200,3
200,49
198,201
201,202
202,101
202,203
203,52
203,204
204,70
204,205
205,206
206,207
207,69
207,100
206,208
208,107
208,209
209,67
209,164
205,210
210,211
211,2
211,64
210,212
212,148
212,213
213,15
213,81
201,214
214,215
215,46
215,216
216,25
216,130
214,217
217,218
218,105
218,117
217,219
219,53
219,220
220,102
220,169
175,221
221,222
222,223
223,115
223,224
224,144
224,225
225,86
225,132
222,226
226,162
226,227
227,228
228,89
228,229
229,90
229,163
227,230
230,47
230,231
231,96
231,108
221,232
232,233
233,234
234,84
234,235
235,48
235,236
236,9
236,16
233,237
237,97
237,159
232,238
238,10
238,239
239,240
240,241
241,157
241,242
242,56
242,243
243,119
243,153
240,244
244,12
244,245
245,33
245,75
239,246
246,247
247,248
248,4
248,249
249,79
249,250
250,61
250,251
251,104
251,141
247,252
252,253
253,254
254,85
254,88
253,255
255,256
256,92
256,121
255,257
257,13
257,41
252,258
258,1
258,259
259,260
260,6
260,261
261,44
261,166
259,262
262,133
262,263
263,114
263,264
264,28
264,150
246,265
265,266
266,103
266,267
267,125
267,268
268,167
268,269
269,14
269,124
265,270
270,271
271,272
272,45
272,158
271,273
273,149
273,274
274,116
274,123
270,275
275,276
276,26
276,60
275,277
277,278
278,30
278,37
277,279
279,280
280,40
280,113
279,281
281,66
281,171
174,282
282,283
283,284
284,285
285,22
285,286
286,62
286,287
287,111
287,122
284,288
288,139
288,151
283,289
289,290
290,93
290,291
291,29
291,292
292,160
292,172
289,293
293,294
294,20
294,295
295,51
295,137
293,296
296,297
297,298
298,299
299,120
299,152
298,300
300,8
300,301
301,59
301,98
297,302
302,50
302,134
296,303
303,304
304,38
304,305
305,135
305,136
303,306
306,127
306,307
307,57
307,63
282,308
308,309
309,310
310,5
310,311
311,39
311,76
309,312
312,313
313,78
313,99
312,314
314,315
315,161
315,168
314,316
316,58
316,317
317,318
318,7
318,55
317,319
319,173
319,320
320,17
320,156
308,321
321,322
322,323
323,0
323,324
324,82
324,325
325,24
325,326
326,31
326,72
322,327
327,328
328,329
329,42
329,83
328,330
330,91
330,331
331,35
331,332
332,18
332,106
327,333
333,334
334,118
334,147
333,335
335,336
336,74
336,87
335,337
337,154
337,338
338,126
338,155
321,339
339,340
340,94
340,341
341,32
341,143
339,342
342,27
342,343
343,170
343,344
344,77
344,345
345,21
345,346
346,36
346,145
