source,target
123,124
124,125
125,126
126,61
126,127
127,10
127,66
125,128
128,62
128,129
129,48
129,130
130,75
130,86
124,131
131,132
132,13
132,118
131,133
133,35
133,97
123,134
134,135
135,136
136,137
137,138
138,139
139,23
139,140
140,55
140,95
138,141
141,142
142,21
142,37
141,143
143,93
143,112
137,144
144,145
145,70
145,110
144,146
146,147
147,82
147,92
146,148
148,106
148,149
149,89
149,101
136,150
150,151
151,152
152,12
152,71
151,153
153,154
154,94
154,111
153,155
155,49
155,98
150,156
156,157
157,158
158,64
158,74
157,159
159,41
159,160
160,5
160,117
156,161
161,11
161,162
162,4
162,65
135,163
163,164
164,165
165,166
166,1
166,30
165,167
167,8
167,168
168,60
168,91
164,169
169,59
169,170
170,39
170,115
163,171
171,172
172,36
172,99
171,173
173,174
174,175
175,44
175,122
174,176
176,116
176,177
177,67
177,100
173,178
178,179
179,43
179,90
178,180
180,181
181,182
182,3
182,114
181,183
183,184
184,19
184,81
183,185
185,186
186,77
186,187
187,6
187,17
185,188
188,27
188,189
189,88
189,103
180,190
190,2
190,191
191,28
191,192
192,25
192,42
134,193
193,194
194,195
195,196
196,197
197,198
198,0
198,76
197,199
199,79
199,121
196,200
200,201
201,51
201,107
200,202
202,68
202,203
203,45
203,204
204,69
204,205
205,22
205,53
195,206
206,207
207,58
207,109
206,208
208,209
209,18
209,210
210,31
210,105
208,211
211,56
211,212
212,33
212,73
194,213
213,214
214,215
215,78
215,85
214,216
216,80
216,217
217,20
217,218
218,46
218,83
213,219
219,220
220,50
220,221
221,113
221,222
222,72
222,119
219,223
223,224
224,225
225,102
225,120
224,226
226,14
226,96
223,227
227,228
228,7
228,9
227,229
229,52
229,57
193,230
230,231
231,24
231,232
232,26
232,47
230,233
233,234
234,235
235,236
236,15
236,104
235,237
237,16
237,54
234,238
238,239
239,32
239,40
238,240
240,63
240,87
233,241
241,242
242,29
242,108
241,243
243,34
243,244
244,38
244,84
