source,target
105,106
106,107
107,108
108,0
108,56
107,109
109,110
110,111
111,112
112,19
112,71
111,113
113,53
113,114
114,1
114,101
110,115
115,13
115,116
116,14
116,117
117,17
117,40
109,118
118,119
119,120
120,121
121,79
121,122
122,4
122,58
120,123
123,78
123,124
124,15
124,82
119,125
125,126
126,8
126,127
127,5
127,16
125,128
128,129
129,12
129,86
128,130
130,39
130,93
118,131
131,132
132,133
133,2
133,83
132,134
134,98
134,102
131,135
135,136
136,61
136,137
137,45
137,49
135,138
138,139
139,11
139,55
138,140
140,51
140,60
106,141
141,142
142,143
143,89
143,144
144,31
144,84
142,145
145,146
146,76
146,96
145,147
147,148
148,149
149,25
149,26
148,150
150,85
150,100
147,151
151,152
152,153
153,6
153,38
152,154
154,90
154,155
155,34
155,77
151,156
156,157
157,46
157,99
156,158
158,66
158,104
141,159
159,160
160,87
160,161
161,57
161,69
159,162
162,163
163,36
163,164
164,54
164,165
165,70
165,166
166,62
166,88
162,167
167,168
168,18
168,65
167,169
169,21
169,170
170,28
170,171
171,172
172,173
173,74
173,91
172,174
174,175
175,68
175,94
174,176
176,177
177,41
177,63
176,178
178,179
179,10
179,33
178,180
180,50
180,75
171,181
181,182
182,92
182,183
183,29
183,184
184,30
184,185
185,42
185,80
181,186
186,23
186,187
187,188
188,27
188,81
187,189
189,3
189,59
105,190
190,191
191,44
191,192
192,20
192,43
190,193
193,194
194,195
195,7
195,196
196,103
196,197
197,9
197,198
198,35
198,72
194,199
199,73
199,97
193,200
200,201
201,67
201,202
202,203
203,32
203,48
202,204
204,52
204,205
205,47
205,64
200,206
206,95
206,207
207,24
207,208
208,22
208,37
