source,target
60,61
61,62
62,41
62,59
61,63
63,64
64,13
64,65
65,0
65,22
63,66
66,67
67,7
67,10
66,68
68,69
69,5
69,70
70,6
70,55
68,71
71,52
71,72
72,8
72,28
60,73
73,74
74,75
75,38
75,39
74,76
76,77
77,78
78,29
78,35
77,79
79,48
79,80
80,16
80,42
76,81
81,82
82,1
82,31
81,83
83,26
83,84
84,45
84,54
73,85
85,86
86,87
87,37
87,46
86,88
88,89
89,90
90,27
90,33
89,91
91,43
91,44
88,92
92,93
93,14
93,53
92,94
94,18
94,19
85,95
95,25
95,96
96,57
96,97
97,98
98,99
99,100
100,101
101,47
101,102
102,2
102,56
100,103
103,104
104,17
104,30
103,105
105,50
105,51
99,106
106,40
106,107
107,24
107,36
98,108
108,3
108,109
109,110
110,4
110,12
109,111
111,112
112,20
112,21
111,113
113,11
113,34
97,114
114,32
114,115
115,49
115,116
116,117
117,15
117,23
116,118
118,9
118,58
