source,target
95,96
96,97
97,76
97,98
98,57
98,99
99,100
100,5
100,101
101,66
101,102
102,10
102,87
99,103
103,104
104,105
105,55
105,70
104,106
106,1
106,6
103,107
107,79
107,108
108,109
109,13
109,74
108,110
110,39
110,69
96,111
111,112
112,20
112,94
111,113
113,114
114,115
115,77
115,116
116,93
116,117
117,24
117,58
114,118
118,119
119,7
119,120
120,36
120,121
121,72
121,122
122,44
122,52
118,123
123,18
123,56
113,124
124,125
125,23
125,126
126,50
126,75
124,127
127,92
127,128
128,129
129,130
130,53
130,61
129,131
131,2
131,78
128,132
132,133
133,82
133,134
134,43
134,64
132,135
135,136
136,21
136,137
137,19
137,90
135,138
138,139
139,25
139,54
138,140
140,17
140,88
95,141
141,142
142,143
143,16
143,144
144,145
145,40
145,65
144,146
146,48
146,147
147,3
147,148
148,28
148,73
142,149
149,150
150,27
150,151
151,152
152,26
152,59
151,153
153,31
153,80
149,154
154,155
155,63
155,156
156,35
156,157
157,47
157,51
154,158
158,159
159,22
159,160
160,4
160,68
158,161
161,46
161,84
141,162
162,163
163,164
164,11
164,165
165,166
166,12
166,167
167,41
167,60
165,168
168,169
169,15
169,86
168,170
170,91
170,171
171,85
171,172
172,67
172,89
163,173
173,0
173,174
174,175
175,30
175,45
174,176
176,177
177,9
177,33
176,178
178,179
179,29
179,42
178,180
180,49
180,62
162,181
181,182
182,8
182,183
183,32
183,34
181,184
184,185
185,14
185,186
186,71
186,81
184,187
187,38
187,188
188,37
188,83
