source,target
62,63
63,6
63,64
64,14
64,60
62,65
65,66
66,8
66,67
67,68
68,46
68,47
67,69
69,26
69,32
65,70
70,71
71,27
71,72
72,73
73,74
74,75
75,16
75,43
74,76
76,10
76,54
73,77
77,12
77,78
78,39
78,79
79,13
79,49
72,80
80,81
81,82
82,30
82,40
81,83
83,11
83,57
80,84
84,3
84,19
70,85
85,86
86,87
87,1
87,33
86,88
88,4
88,89
89,17
89,90
90,7
90,91
91,42
91,61
85,92
92,93
93,0
93,2
92,94
94,95
95,29
95,96
96,97
97,98
98,35
98,59
97,99
99,22
99,31
96,100
100,52
100,101
101,18
101,58
94,102
102,103
103,104
104,105
105,106
106,15
106,55
105,107
107,36
107,41
104,108
108,109
109,9
109,38
108,110
110,45
110,111
111,48
111,53
103,112
112,113
113,21
113,23
112,114
114,25
114,115
115,28
115,56
102,116
116,117
117,50
117,118
118,20
118,119
119,34
119,51
116,120
120,5
120,121
121,44
121,122
122,24
122,37
