source,target
144,145
145,146
146,44
146,111
145,147
147,148
148,70
148,149
149,20
149,150
150,99
150,151
151,74
151,152
152,17
152,56
147,153
153,129
153,154
154,155
155,156
156,134
156,157
157,87
157,158
158,16
158,131
155,159
159,160
160,161
161,65
161,110
160,162
162,37
162,93
159,163
163,164
164,52
164,165
165,5
165,166
166,112
166,167
167,7
167,90
163,168
168,169
169,26
169,170
170,4
170,25
168,171
171,172
172,78
172,109
171,173
173,51
173,139
154,174
174,9
174,115
144,175
175,176
176,50
176,177
177,40
177,178
178,86
178,106
175,179
179,126
179,180
180,181
181,182
182,81
182,183
183,49
183,116
181,184
184,185
185,124
185,130
184,186
186,1
186,187
187,89
187,96
180,188
188,189
189,190
190,191
191,88
191,100
190,192
192,58
192,105
189,193
193,194
194,91
194,195
195,107
195,141
193,196
196,197
197,62
197,198
198,199
199,10
199,34
198,200
200,28
200,59
196,201
201,202
202,83
202,203
203,23
203,27
201,204
204,136
204,205
205,22
205,121
188,206
206,207
207,208
208,11
208,209
209,79
209,85
207,210
210,211
211,75
211,108
210,212
212,15
212,117
206,213
213,214
214,215
215,216
216,114
216,142
215,217
217,137
217,138
214,218
218,219
219,220
220,31
220,45
219,221
221,64
221,68
218,222
222,223
223,36
223,224
224,24
224,225
225,54
225,140
222,226
226,227
227,19
227,21
226,228
228,229
229,14
229,76
228,230
230,231
231,232
232,47
232,66
231,233
233,103
233,120
230,234
234,235
235,38
235,236
236,94
236,104
234,237
237,55
237,238
238,71
238,239
239,13
239,240
240,18
240,241
241,43
241,242
242,127
242,243
243,122
243,244
244,102
244,245
245,101
245,246
246,57
246,247
247,41
247,248
248,30
248,249
249,132
249,250
250,128
250,251
251,123
251,252
252,84
252,253
253,82
253,254
254,80
254,255
255,73
255,256
256,60
256,257
257,46
257,258
258,35
258,259
259,33
259,260
260,6
260,261
261,3
261,262
262,2
262,95
213,263
263,264
264,39
264,265
265,266
266,32
266,67
265,267
267,42
267,268
268,61
268,135
263,269
269,270
270,271
271,98
271,119
270,272
272,8
272,273
273,12
273,274
274,143
274,275
275,97
275,118
269,276
276,277
277,133
277,278
278,69
278,77
276,279
279,280
280,113
280,281
281,29
281,63
279,282
282,283
283,284
284,0
284,125
283,285
285,48
285,92
282,286
286,53
286,72
