source,target
145,146
146,147
147,107
147,148
148,149
149,16
149,90
148,150
150,66
150,137
146,151
151,120
151,152
152,153
153,50
153,140
152,154
154,96
154,155
155,34
155,82
145,156
156,157
157,158
158,159
159,6
159,29
158,160
160,161
161,117
161,162
162,26
162,163
163,27
163,56
160,164
164,165
165,166
166,33
166,167
167,64
167,168
168,169
169,22
169,170
170,23
170,171
171,49
171,119
168,172
172,173
173,60
173,138
172,174
174,175
175,95
175,176
176,67
176,115
174,177
177,104
177,178
178,125
178,179
179,87
179,129
165,180
180,40
180,181
181,61
181,182
182,183
183,103
183,184
184,15
184,185
185,1
185,65
182,186
186,187
187,80
187,92
186,188
188,189
189,7
189,190
190,35
190,99
188,191
191,192
192,133
192,193
193,32
193,71
191,194
194,195
195,131
195,196
196,72
196,134
194,197
197,198
198,199
199,68
199,118
198,200
200,69
200,142
197,201
201,202
202,89
202,105
201,203
203,42
203,62
164,204
204,205
205,18
205,101
204,206
206,207
207,74
207,208
208,10
208,38
206,209
209,210
210,93
210,100
209,211
211,212
212,213
213,123
213,214
214,0
214,5
212,215
215,36
215,57
211,216
216,217
217,12
217,136
216,218
218,122
218,219
219,98
219,220
220,30
220,221
221,13
221,128
157,222
222,223
223,224
224,11
224,225
225,83
225,141
223,226
226,25
226,41
222,227
227,73
227,228
228,2
228,121
156,229
229,230
230,231
231,85
231,127
230,232
232,39
232,233
233,59
233,132
229,234
234,235
235,236
236,237
237,21
237,86
236,238
238,239
239,52
239,70
238,240
240,94
240,241
241,76
241,81
235,242
242,243
243,108
243,244
244,245
245,53
245,126
244,246
246,24
246,247
247,55
247,248
248,44
248,47
242,249
249,250
250,19
250,31
249,251
251,252
252,20
252,106
251,253
253,111
253,254
254,78
254,116
234,255
255,256
256,257
257,48
257,130
256,258
258,114
258,259
259,260
260,43
260,51
259,261
261,14
261,262
262,63
262,263
263,3
263,4
255,264
264,265
265,75
265,266
266,54
266,267
267,88
267,112
264,268
268,269
269,270
270,91
270,271
271,45
271,46
269,272
272,273
273,102
273,113
272,274
274,275
275,58
275,144
274,276
276,277
277,84
277,110
276,278
278,279
279,9
279,77
278,280
280,17
280,143
268,281
281,282
282,37
282,283
283,97
283,124
281,284
284,285
285,79
285,139
284,286
286,287
287,28
287,135
286,288
288,8
288,109
